소속기관명,시설명,계측가능여부,임차여부,연료명,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
동래소방서,수안119안전센터(구조대),Y,N,전력,4.208,4.437,3.594,3.318,2.963,3.306,3.355,3.927,3.568,3.276,3.062,3.55
동래소방서,온천119안전센터,Y,N,도시가스(LNG),0.024,0.022,0.02,0.02,0.018,0.015,0.018,0.018,0.02,0.02,0.018,0.018
동래소방서,온천119안전센터,Y,N,전력,6.228,5.046,3.89,3.19,2.423,1.895,1.703,2.17,1.816,1.676,2.698,3.852
동래소방서,양정119안전센터,Y,N,보일러 등유,2.967,1.887,0.989,0.989,0,0,0,0,0,0,0,0
동래소방서,양정119안전센터,Y,N,전력,2.077,2.256,1.778,1.686,1.529,1.647,0.642,2.781,2.456,2.23,2.448,3.317
동래소방서,사직119안전센터,Y,N,보일러 등유,2.967,1.694,1.484,0,0,0,0,0,0,0.371,0.495,0.623
동래소방서,사직119안전센터,Y,N,전력,1.964,2.1,1.89,1.706,1.632,1.331,1.466,1.848,1.048,0.754,0.798,0.781
북부소방서,본서및삼락119안전센터,Y,N,보일러 등유,3.214,2.967,2.473,1.236,0.742,0,0,0,0,1.236,2.473,2.967
북부소방서,본서및삼락119안전센터,Y,N,전력,12.873,11.431,8.361,8.763,7.638,8.386,10.454,12.401,10.686,8.708,8.903,10.778
북부소방서,감전119안전센터,Y,N,보일러 등유,2.299,1.731,1.236,0.989,0,0,0,0,0,0.989,0.989,0.865
북부소방서,감전119안전센터,Y,N,전력,2.435,2.849,2.422,1.95,1.386,1.992,1.628,1.922,1.993,2.331,1.773,1.648
북부소방서,구포119안전센터,Y,N,도시가스(LNG),1.824,1.424,1.356,1.087,0.597,0.558,0.276,0.3,0.291,0.65,1.291,1.612
북부소방서,구포119안전센터,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
북부소방서,구포119안전센터,Y,N,전력,2.995,2.368,2.001,1.852,1.707,2.023,2.431,3.062,2.633,2.235,1.677,2.451
북부소방서,화명119안전센터,Y,N,도시가스(LNG),1.35,1.155,1.094,0.847,0.538,0.311,0.394,0.311,0.383,0.501,1.645,1.61
북부소방서,화명119안전센터,Y,N,전력,3.384,2.88,2.129,1.974,1.815,2.041,2.428,2.783,2.408,2.028,2.062,2.451
북부소방서,주례119안전센터,Y,N,보일러 등유,1.926,0.989,0.989,0,0,0,0,0,0,0,0.742,1.236
북부소방서,주례119안전센터,Y,N,전력,2.699,2.113,2.003,1.878,1.472,1.606,1.934,2.024,1.903,1.788,2.213,2.426
북부소방서,모라119안전센터및구조대,Y,N,보일러 등유,1.854,1.236,0.989,0,0,0.989,0,0,0,0.742,0.989,1.484
북부소방서,모라119안전센터및구조대,Y,N,전력,3.993,3.661,3.464,2.689,2.496,3.07,3.313,3.271,3.027,2.593,2.682,3.353
북부소방서,학장119안전센터,Y,N,보일러 등유,1.236,0.989,0.742,0.495,0,0,0,0,0,0.742,1.236,1.236
북부소방서,학장119안전센터,Y,N,전력,3.161,3.477,2.692,1.893,1.685,1.293,1.186,1.495,1.772,1.705,1.336,1.908
북부소방서,금곡119안전센터,Y,N,도시가스(LNG),0,0,0,0,0,0,0,0,0,0,0,0
북부소방서,금곡119안전센터,Y,N,전력,4.658,3.777,2.69,3.257,3.374,0.459,1.884,0.993,1.417,1.791,2.372,3.397
북부소방서,만덕119안전센터,Y,N,도시가스(LNG),1.919,1.901,1.704,1.472,1.218,0.914,0.518,0.308,0.208,0.295,0.704,1.518
북부소방서,만덕119안전센터,Y,N,전력,3.251,4.062,3.016,2.411,1.73,1.609,1.693,1.766,2.535,1.945,1.752,
사하소방서,괴정 119 안전센터,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
사하소방서,괴정 119 안전센터,Y,N,전력,3.979,3.536,2.919,2.592,1.995,2.046,2.183,2.374,2.196,2.066,2.281,2.851
사하소방서,하단 119 안전센터,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
사하소방서,하단 119 안전센터,Y,N,전력,5.656,5.874,4.632,4.319,3.514,3.128,2.968,3.478,3.32,2.903,2.985,3.872
사하소방서,다대 119 안전센터,Y,N,도시가스(LNG),1.632,1.407,1.212,1.043,0.63,0.188,0.217,0.057,0.085,0.302,0.674,1.199
사하소방서,다대 119 안전센터,Y,N,전력,3.864,3.737,2.761,2.394,2.022,2.042,2.82,4.073,3.846,2.992,2.365,2.172
사하소방서,감천 119 안전센터,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
사하소방서,감천 119 안전센터,Y,N,전력,4.103,3.807,3.204,3.132,2.613,2.052,1.776,2.179,2.128,1.776,2.328,2.822
사하소방서,"사하소방서 본서(신평119안전센터, 체험장,구조대 포함)",Y,N,가스/디젤 오일(경유),3.933,0,0,0,0,0,0,0,3.464,0,0,0
사하소방서,"사하소방서 본서(신평119안전센터, 체험장,구조대 포함)",Y,N,보일러 등유,10.083,2.967,8.229,0,0,0,0,0,0,0,0,0
사하소방서,"사하소방서 본서(신평119안전센터, 체험장,구조대 포함)",Y,N,전력,18.648,14.856,12.883,10.696,8.857,9.282,10.832,13.648,11.489,10.581,10.894,12.729
해운대소방서,"해운대소방서 본서, 우동119안전센터",Y,N,도시가스(LNG),7.648,7.829,6.011,4.266,1.682,0.606,0.468,0.398,0.468,1.234,2.008,6.762
해운대소방서,"해운대소방서 본서, 우동119안전센터",Y,N,전력,10.879,13.84,9.072,9.558,10.501,6.488,7.332,10.017,10.795,9.372,7.399,8.637
해운대소방서,중동119안전센터,Y,N,도시가스(LNG),0.862,0.79,0.641,0.689,0.363,0.208,0.118,0.083,0.085,0.179,0.545,0.823
해운대소방서,중동119안전센터,Y,N,전력,2.897,2.88,2.368,2.232,1.764,1.634,1.542,2.301,1.971,1.642,1.878,2.36
해운대소방서,반여119안전센터,Y,N,도시가스(LNG),1.603,1.111,1.129,0.739,0.387,0.193,0.177,0.129,0.249,0.429,0.862,1.717
해운대소방서,반여119안전센터,Y,N,전력,2.345,2.268,2.103,2.059,1.726,1.532,2.072,2.608,2.521,2.02,1.718,2.07
해운대소방서,"좌동119안전센터, 구조대",Y,N,전력,2.662,2.488,2.029,1.888,1.642,1.556,1.642,2.288,1.759,1.462,1.709,2.094
해운대소방서,센텀119안전센터 및 구조대,Y,N,도시가스(LNG),4.579,5.357,4.565,2.916,2.03,2.098,2.387,2.489,2.389,2.57,1.45,6.088
해운대소방서,센텀119안전센터 및 구조대,Y,N,전력,4.056,3.863,3.266,3.082,2.859,2.957,3.59,3.912,2.582,3.83,3.619,3.57
금정소방서,금정소방서 청사 ,Y,N,도시가스(LNG),7.978,7.479,5.57,4.183,1.934,1.811,0.278,0.177,0.311,0.943,2.621,5.255
금정소방서,금정소방서 청사 ,Y,N,실내 등유,0,0,0,0,0,0,0,0,0,0,0,0
금정소방서,금정소방서 청사 ,Y,N,전력,12.022,12.043,9.192,8.692,7.034,7.241,8.557,12.362,9.436,7.854,7.489,8.942
금정소방서,금정소방서 서동119안전센터,Y,N,전력,7.308,7.038,5.442,4.64,3.665,3.675,0.298,4.893,4.362,3.799,4.133,5.697
금정소방서,금정소방서 남산119안전센터,Y,N,도시가스(LNG),0.853,1.162,0.733,0.267,0.149,0.151,0.711,1.52,1.781,1.199,0.258,0.761
금정소방서,금정소방서 남산119안전센터,Y,N,전력,4.058,4.059,3.441,3.439,2.861,2.516,1.969,2.181,2.283,2.213,2.784,3.008
금정소방서,금정소방서 반송119안전센터,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
금정소방서,금정소방서 반송119안전센터,Y,N,전력,5.532,6.803,5.081,4.227,3.916,3.512,3.32,3.632,3.673,3.363,2.893,5.546
금정소방서,금정소방서 구조대,Y,N,도시가스(LNG),1.061,1.232,1.072,0.809,0.479,0.263,0.053,0.013,0.015,0.106,0.578,0.882
금정소방서,금정소방서 구조대,Y,N,보일러 등유,0,0,0,0,0,0,0,0,0,0,0,0
금정소방서,금정소방서 구조대,Y,N,전력,2.756,2.222,1.616,1.661,1.337,1.475,1.586,2.215,1.75,1.519,1.474,1.603
금정소방서,금정소방서 산성산악119안전센터,Y,N,전력,4.924,7.11,5.46,4.307,4.249,3.681,2.806,3.014,3.297,2.96,3.35,4.068
남부소방서,남부소방서 본서 및 광안119안전센터,Y,N,도시가스(LNG),11.699,8.3,6.329,6.23,4.679,1.792,1.912,1.641,2.422,1.829,4.46,10.137
남부소방서,남부소방서 본서 및 광안119안전센터,Y,N,전력,17.209,16.706,13.425,12.166,10.161,9.736,11.337,16.672,13.514,10.936,15.076,15.069
남부소방서,남부소방서 감만119안전센터,Y,N,보일러 등유,1.978,0.989,1.014,0.124,0,0,0,0,0,0,0,0.247
남부소방서,남부소방서 감만119안전센터,Y,N,전력,2.238,2.04,2.007,1.667,1.506,1.31,1.456,2.128,1.839,1.547,1.392,1.894
남부소방서,남부소방서 대연119안전센터 및 구조대,Y,N,도시가스(LNG),0.162,0.153,0.164,0.131,0.114,0.182,0.179,0.138,0.14,0.153,0.147,0.147
남부소방서,남부소방서 대연119안전센터 및 구조대,Y,N,전력,11.439,9.411,8.267,7.46,5.644,5.04,5.388,5.184,4.609,5.01,5.149,6.646
남부소방서,남부소방서 망미119안전센터,Y,N,보일러 등유,3.296,1.605,2.067,1.422,1.212,0.873,0.655,0.445,0.655,0.873,1.234,1.845
남부소방서,남부소방서 망미119안전센터,Y,N,전력,3.108,2.52,1.901,1.897,1.67,2.15,2.702,3.019,2.698,2.334,1.837,2.014
남부소방서,남부소방서 용당119안전센터,Y,N,보일러 등유,2.225,1.731,1.978,1.731,0.742,0.247,0.247,0.124,0.025,0.074,1.236,1.731
남부소방서,남부소방서 용당119안전센터,Y,N,전력,2.833,2.26,1.834,1.919,1.754,1.824,2.179,2.465,2.084,1.788,2.094,2.679
강서소방서,"강서소방서 본서(녹산안전센터, 구조대)",Y,N,도시가스(LNG),0.886,0.897,0.556,0.855,0.733,0.584,0.7,0.549,0.54,0.726,0.669,0.739
강서소방서,"강서소방서 본서(녹산안전센터, 구조대)",Y,N,전력,15.834,11.483,8.693,8.281,5.629,13.017,12.113,15.285,13.429,10.546,9.205,11.271
강서소방서,신호119안전센터,Y,N,도시가스(LNG),2.076,1.512,1.531,1.474,0.728,0.357,0.055,0.053,0.053,0.039,1.129,1.899
강서소방서,신호119안전센터,Y,N,전력,4.703,3.813,3.068,2.588,2.042,2.065,2.417,2.66,2.232,2.084,2.159,2.732
강서소방서,강동119안전센터,Y,N,보일러 등유,1.978,1.953,2.282,0,1.236,0,0,0,0,1.978,0,2.354
강서소방서,강동119안전센터,Y,N,전력,6.763,5.463,4.24,3.851,2.914,3.499,4.571,5.334,4.241,3.565,4.014,5.248
강서소방서,대저119안전센터,Y,N,보일러 등유,1.533,1.439,1.424,0,0,0,0,0,0,1.409,0,0
강서소방서,대저119안전센터,Y,N,전력,6.493,6.091,4.346,4.041,3.418,3.591,4.115,4.354,4.086,3.729,4.3,5.668
강서소방서,지사119안전센터,Y,N,전력,6.504,4.284,4.284,3.753,2.807,2.841,2.996,3.611,3.083,2.728,3.567,4.805
기장소방서,본서 및 정관119안전센터,Y,N,도시가스(LNG),0.858,0.893,0.947,0.724,0.868,0.654,0.661,0.702,0.689,0.726,0.941,0.947
기장소방서,본서 및 정관119안전센터,Y,N,전력,21.754,25.195,14.703,10.745,9.26,9.819,15.714,15.937,11.225,10.591,12.986,14.336
기장소방서,기장119안전센터,Y,N,실내 등유,0.989,0.989,0,0,0,0.495,0,0,0,0,0,0.989
기장소방서,기장119안전센터,Y,N,전력,2.234,2.269,1.766,1.708,1.394,1.358,1.243,1.802,1.699,1.338,1.421,1.677
기장소방서,송정119안전센터,Y,N,실내 등유,1.484,2.967,0,0,0,0,0,0,0,0,0,0
기장소방서,송정119안전센터,Y,N,전력,3.062,2.841,2.294,1.88,1.519,1.376,1.402,2.175,1.402,1.402,1.521,2.039
기장소방서,기장구조대,Y,N,실내 등유,0,1.978,0,0,0,0,0,0,0,0,0,2.473
기장소방서,기장구조대,Y,N,전력,0.805,0.747,0.644,0.689,0.657,0.71,0.737,0.721,0.634,0.538,0.562,0.597
기장소방서,장안119안전센터 임시청사,Y,N,도시가스(LNG),0,0.398,0.368,0.363,0.186,0.07,0.07,0.068,0.107,0.166,0,0
기장소방서,장안119안전센터 임시청사,Y,N,전력,2.871,0.758,2.098,1.931,1.312,1.457,1.798,2.292,1.701,1.751,2.242,2.688
항만소방서,본서 및 동삼119안전센터,Y,N,보일러 등유,2.72,5.44,2.473,2.473,2.473,0,0,0,0,0,0,4.203
항만소방서,본서 및 동삼119안전센터,Y,N,전력,18.768,16.249,12.295,10.161,8.435,9.368,11.737,14.677,12.764,10.065,9.832,13.014
항만소방서,영선119안전센터,Y,N,보일러 등유,2.473,2.473,0,2.473,0,0,0,0,0,0,0,2.102
항만소방서,영선119안전센터,Y,N,전력,2.67,2.819,2.163,1.876,1.58,1.565,1.77,2.624,2.618,1.972,1.848,1.856
항만소방서,부두119안전센터 및 소방1정대,Y,N,보일러 등유,3.19,1.701,1.701,1.464,0,0,0,0,0,0,2.529,0
항만소방서,부두119안전센터 및 소방1정대,Y,N,전력,7.087,6.307,5.054,5.239,4.099,3.889,4.524,4.82,4.211,4.097,3.396,6.358
항만소방서,청학119안전센터,Y,N,실내 등유,0,0,0,0,0,0,0,0,0,0,0,0
항만소방서,청학119안전센터,Y,N,전력,6.055,6.139,4.694,4.263,3.147,2.624,2.655,3.319,3.351,2.813,2.853,3.815
항만소방서,구조대,Y,N,도시가스(LNG),2.732,2.312,2.159,1.194,0.556,0.123,0.142,0.151,0.112,0.481,1.571,2.266
항만소방서,구조대,Y,N,전력,2.483,2.188,1.788,1.819,1.69,1.831,2.057,2.77,2.461,2.353,2.137,2.21
인재개발원,인재개발원 본관,Y,N,도시가스(LNG),36.167,24.591,26.034,14.259,4.819,8.781,17.072,24.072,33.746,21.171,16.862,106.262
인재개발원,인재개발원 본관,Y,N,전력,30.818,27.994,27.424,26.679,26.514,29.747,35.114,37.799,32.484,30.818,28.441,31.806
인재개발원,인재개발원 경유차량,Y,N,가스/디젤 오일(경유),0,0,0,0.133,0,0,0,0,0,0,0,0.093
인재개발원,인재개발원 휘발유차량,Y,N,휘발유,0.117,0.174,0.165,0.068,0.088,0.235,0.176,0.165,0.182,0.112,0.163,0.2
보건환경연구원,보건환경연구원 본원,Y,N,도시가스(LNG),0.378,0.348,0.337,0.409,0.339,0.429,0.346,0.363,0.392,0.389,0.341,0.444
보건환경연구원,보건환경연구원 본원,Y,N,전력,66.081,55.446,54.313,50.129,46.185,58.812,74.226,71.241,55.215,52.229,46.011,58.068
보건환경연구원,보건환경연구원 동물위생시험소,Y,N,전력,3.932,3.733,3.11,3.472,3.15,3.712,4.221,4.555,4.22,4.007,3.633,4.034
보건환경연구원,보건환경연구원 경유차량,Y,N,가스/디젤 오일(경유),0.926,1.024,1.571,1.977,1.547,2.29,2.041,1.762,1.529,1.767,2.027,1.284
보건환경연구원,보건환경연구원 휘발유차량,Y,N,휘발유,0.27,0.209,0.402,0.365,0.517,0.591,0.49,0.36,0.299,0.339,0.308,0.367
보건환경연구원,보건환경연구원 동물위생시험소 경유보일러,Y,N,가스/디젤 오일(경유),1.468,1.322,0.33,0,0,0,0,0,0,0,0.147,1.248
보건환경연구원,보건환경연구원 동물위생시험소 경유차량,Y,N,가스/디젤 오일(경유),0.308,0.377,0.31,0.234,0.239,0.289,0.218,0.244,0.303,0.377,0.448,0.483
보건환경연구원,보건환경연구원 동물위생시험소 LPG 차량,Y,N,LPG(차량),0.065,0.102,0.06,0.158,0.112,0.264,0.094,0.191,0.197,0.175,0.209,0.175
농업기술센터,"농업기술센터 청사(본관,별관,생활과학관,보일러실)",Y,N,가스/디젤 오일(경유),0,0,0,0,0,0,0,0,0,0,0,0
농업기술센터,"농업기술센터 청사(본관,별관,생활과학관,보일러실)",Y,N,실내 등유,0,0,0,0,0,0,0,0,0,0,0,0
농업기술센터,"농업기술센터 청사(본관,별관,생활과학관,보일러실)",Y,N,전력,0,0,0,0,0,0,0,0,0,3.429,16.865,20.956
농업기술센터,농업기술센터 청사(도시농업지원센터),Y,N,실내 등유,0,0,0,0,0,0,0,0,0,0,0,0
농업기술센터,농업기술센터 청사(도시농업지원센터),Y,N,전력,1.746,1.767,1.477,1.293,0.961,1.025,0.758,0.824,0.871,0.715,0.331,0.326
농업기술센터,농업기술센터 휘발유차량,Y,N,휘발유,0,0,0,0,0,0,0,0,0,0,0,0
농업기술센터,농업기술센터 경유차량,Y,N,가스/디젤 오일(경유),0.226,1.234,1.112,1.367,1.284,1.123,1.149,0.541,0.743,0.833,1.441,1.016
농업기술센터,농업기술센터(농기계교육장),Y,N,전력,0.416,0.388,0.305,0.28,0.247,0.33,0.403,0.422,0.419,0.194,0.125,0.122
소방학교,부산소방학교 휘발유차량,Y,N,휘발유,0.345,0.081,0.226,0.226,0.211,0.235,0.33,0.092,0.277,0.33,0.422,0.321
시립미술관,부산시립미술관,Y,N,도시가스(LNG),69.882,43.714,21.493,0.838,4.452,22.904,38.76,46.663,17.778,12.019,6.134,30.364
시립미술관,부산시립미술관,Y,N,전력,78.933,68.886,58.928,48.877,65.8,87.224,101.67,98.093,75.103,65.069,55.874,75.021
시립미술관,부산시립미술관 휘발유차량,Y,N,휘발유,0.138,0.169,0.099,0.171,0.185,0.143,0.165,0.125,0.097,0.178,0.207,0.114
시립미술관,부산시립미술관 경유차량,Y,N,가스/디젤 오일(경유),0.021,0,0,0,0,0.005,0,0,0,0,0,0
부산예술회관,부산예술회관,Y,N,전력,8.159,6.547,5.185,3.811,2.767,3.767,5.874,6.746,6.87,5.535,4.706,7.272
현대미술관,현대미술관 청사,Y,N,가스/디젤 오일(경유),0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003
현대미술관,현대미술관 청사,Y,N,도시가스(LPG),24.388,16.881,9.107,3.689,10.13,17.656,,19.543,13.568,7.541,5.311,16.275
현대미술관,현대미술관 청사,Y,N,전력,36.123,27.077,23.633,18.169,52.741,72.887,75.322,58.373,52.926,35.977,22.067,31.077
현대미술관,현대미술관 경유차량,Y,N,가스/디젤 오일(경유),0.133,0.127,0.143,0.13,0.133,0.215,0.138,0.138,0.13,0,0.263,0.244
